COUNTY,DATE,CDSD,EMXP,PRCP,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HTDD,TAVG,TMAX,TMIN,SNOW,PSUN
Washington,2010,442.0,2.35,47.9,442.0,9.0,169.0,51.0,126.0,10.0,-8.0,95.0,29.0,28.0,18.0,18.0,14.0,32.0,27.0,24.0,13.0,13.0,7287.0,57.1,35.0,35.95,46.0,46.8
Washington,2011,553.0,3.67,59.15,553.0,29.0,157.0,52.0,127.0,13.0,-24.0,98.0,30.0,26.0,21.0,20.0,16.0,27.0,27.0,23.0,19.0,15.0,7894.0,57.7,34.7,290.0,46.2,109.1
Washington,2011,288.5,4.22,63.36,288.5,26.5,159.5,70.0,115.0,2.5,-23.0,92.0,30.5,26.0,21.5,18.5,15.5,30.5,26.0,23.0,18.5,13.5,8257.5,54.1,34.650000000000006,290.0,44.4,109.1
Washington,2011,288.5,4.69,54.58,288.5,26.5,159.5,70.0,115.0,2.5,-23.0,92.0,30.5,26.0,21.5,18.5,15.5,30.5,26.0,23.0,18.5,13.5,8257.5,54.1,34.650000000000006,290.0,44.4,109.1
Washington,2011,288.5,4.66,65.16,288.5,26.5,159.5,70.0,115.0,2.5,-23.0,92.0,30.5,26.0,21.5,18.5,15.5,30.5,26.0,23.0,18.5,13.5,8257.5,54.1,34.650000000000006,290.0,44.4,109.1
Washington,2011,288.5,4.66,58.49,288.5,26.5,159.5,70.0,115.0,2.5,-23.0,92.0,30.5,26.0,21.5,18.5,15.5,30.5,26.0,23.0,18.5,13.5,8257.5,54.1,34.650000000000006,290.0,44.4,109.1
Washington,2011,286.0,4.62,60.98,286.0,12.0,158.0,73.0,107.0,2.0,-20.0,91.0,31.0,26.0,23.0,17.0,7.0,32.0,25.0,23.0,17.0,13.0,8240.0,53.3,35.5,290.0,44.4,109.1
Washington,2011,291.0,5.27,55.17,291.0,24.0,161.0,69.0,114.0,2.0,-22.0,92.0,31.0,28.0,21.0,19.0,15.0,31.0,25.0,24.0,19.0,13.0,8275.0,54.2,34.6,290.0,44.4,109.1
Washington,2011,231.0,5.22,52.73,231.0,36.0,179.0,71.0,116.0,3.0,-33.0,92.0,30.0,26.0,22.0,18.0,16.0,30.0,27.0,22.0,18.0,14.0,8957.0,54.0,30.4,290.0,42.2,109.1
Washington,2012,591.0,1.85,37.63,591.0,14.0,154.0,37.0,134.0,18.0,-17.0,97.0,26.0,26.0,16.0,16.0,16.0,32.0,28.0,23.0,19.0,-2.0,6579.0,59.3,36.3,360.0,47.8,-9999999.0
Washington,2012,328.0,1.85,46.82,328.0,14.0,159.0,53.0,126.0,6.0,-17.0,92.0,31.0,26.0,23.0,16.0,14.0,31.0,26.0,23.0,20.0,3.0,7007.5,56.4,35.3,360.0,45.6,-9999999.0
Washington,2012,328.0,1.85,40.67,328.0,14.0,159.0,53.0,126.0,6.0,-17.0,92.0,31.0,26.0,23.0,16.0,14.0,31.0,26.0,23.0,20.0,3.0,7007.5,56.4,35.3,360.0,45.6,-9999999.0
Washington,2012,328.0,1.85,42.17,328.0,14.0,159.0,53.0,126.0,6.0,-17.0,92.0,31.0,26.0,23.0,16.0,14.0,31.0,26.0,23.0,20.0,3.0,7153.0,56.4,35.3,360.0,45.6,-9999999.0
Washington,2012,277.0,1.73,38.64,277.0,12.0,159.0,53.0,119.0,1.0,-16.0,90.0,32.0,27.0,24.0,17.0,14.0,31.0,26.0,24.0,20.0,-4.0,6956.0,55.8,35.3,360.0,45.5,-9999999.0
Washington,2012,278.0,1.7,36.96,278.0,19.0,185.0,57.0,126.0,6.0,-22.0,92.0,31.0,21.0,21.0,13.0,13.0,31.0,28.0,22.0,20.0,16.0,7691.0,56.4,31.8,360.0,44.1,-9999999.0
Washington,2012,328.0,1.85,45.05,328.0,14.0,159.0,53.0,126.0,6.0,-17.0,92.0,31.0,26.0,23.0,16.0,14.0,31.0,26.0,23.0,20.0,3.0,7007.5,56.4,35.3,360.0,45.6,-9999999.0
Washington,2012,328.0,2.64,44.09,328.0,14.0,159.0,53.0,126.0,6.0,-17.0,92.0,31.0,26.0,23.0,16.0,14.0,31.0,26.0,23.0,20.0,3.0,7007.5,56.4,35.3,360.0,45.6,-9999999.0
Washington,2012,361.0,2.09,43.67,361.0,14.0,168.0,40.0,134.0,7.0,-18.0,93.0,31.0,23.0,23.0,15.0,15.0,23.0,23.0,23.0,20.0,6.0,6654.0,58.1,34.4,360.0,46.3,-9999999.0
Washington,2012,328.0,1.85,42.17,328.0,11.0,159.0,54.0,124.0,3.0,-15.0,91.0,31.0,28.0,23.0,17.0,11.0,32.0,26.0,23.0,17.0,3.0,7059.0,55.7,35.5,360.0,45.6,-9999999.0
Washington,2013,328.5,1.31,32.73,328.5,20.5,178.5,73.0,114.0,1.5,-18.0,90.0,31.5,27.5,22.5,18.0,15.0,31.5,27.0,23.5,18.5,14.0,7880.5,52.85,33.349999999999994,300.0,43.3,-9999999.0
Washington,2013,328.5,2.24,55.79,328.5,20.5,178.5,73.0,114.0,1.5,-18.0,90.0,31.5,27.5,22.5,18.0,15.0,31.5,27.0,23.5,18.5,14.0,7880.5,52.85,33.349999999999994,300.0,43.3,-9999999.0
Washington,2013,315.0,2.14,50.62,315.0,23.0,174.0,77.0,111.0,0.0,-17.0,89.0,31.0,22.0,22.0,20.0,15.0,32.0,24.0,24.0,19.0,14.0,7880.5,52.2,33.9,300.0,43.0,-9999999.0
Washington,2013,309.0,1.6,39.6,309.0,21.0,180.0,73.0,116.0,1.0,-21.0,90.0,31.0,27.0,23.0,16.0,14.0,32.0,27.0,21.0,13.0,13.0,8001.0,52.7,32.8,300.0,42.8,-9999999.0
Washington,2013,328.5,1.56,40.63,328.5,20.5,178.5,73.0,114.0,1.5,-18.0,90.0,31.5,27.5,22.5,18.0,15.0,31.5,27.0,23.5,18.5,14.0,8477.0,52.85,33.349999999999994,300.0,43.3,-9999999.0
Washington,2013,402.0,1.42,44.69,402.0,20.0,189.0,55.0,125.0,6.0,-19.0,93.0,32.0,28.0,24.0,18.0,15.0,31.0,27.0,23.0,18.0,15.0,7543.0,55.4,32.3,300.0,43.9,-9999999.0
Washington,2013,342.0,1.58,42.66,342.0,9.0,177.0,73.0,112.0,2.0,-6.0,90.0,32.0,28.0,21.0,18.0,16.0,29.0,28.0,24.0,19.0,14.0,7760.0,53.0,34.3,300.0,43.6,-9999999.0
Washington,2014,302.0,1.45,30.87,302.0,44.0,161.0,74.0,118.0,2.0,-18.0,91.0,30.0,28.0,24.0,19.0,10.0,32.0,27.0,21.0,19.0,6.0,8340.0,54.2,32.9,160.0,43.6,132.5
Washington,2014,206.5,1.72,46.44,206.5,33.0,164.5,84.0,100.0,0.0,-18.0,88.5,29.5,27.5,23.0,19.0,13.0,31.5,26.5,21.0,18.0,10.5,8630.5,51.65,32.7,160.0,42.150000000000006,132.5
Washington,2014,206.5,1.55,46.5,206.5,33.0,164.5,84.0,100.0,0.0,-18.0,88.5,29.5,27.5,23.0,19.0,13.0,31.5,26.5,21.0,18.0,10.5,8630.5,51.65,32.7,160.0,42.150000000000006,132.5
Washington,2014,206.5,1.72,39.74,206.5,33.0,164.5,84.0,100.0,0.0,-18.0,88.5,29.5,27.5,23.0,19.0,13.0,31.5,26.5,21.0,18.0,10.5,8630.5,51.65,32.7,160.0,42.150000000000006,132.5
Washington,2014,198.0,1.72,41.93,198.0,34.0,162.0,88.0,100.0,0.0,-18.0,87.0,29.0,27.0,22.0,18.0,16.0,32.0,26.0,22.0,19.0,10.0,8700.0,51.0,32.5,160.0,41.7,132.5
Washington,2014,175.0,1.87,37.22,175.0,32.0,168.0,90.0,100.0,0.0,-23.0,89.0,30.0,27.0,21.0,19.0,14.0,29.0,21.0,21.0,14.0,14.0,8865.0,51.5,31.8,160.0,41.7,132.5
Washington,2014,206.5,2.28,54.76,206.5,33.0,164.5,84.0,100.0,0.0,-18.0,88.5,29.5,27.5,23.0,19.0,13.0,31.5,26.5,21.0,18.0,10.5,8630.5,51.65,32.7,160.0,42.150000000000006,132.5
Washington,2014,206.5,1.7,42.25,206.5,33.0,164.5,84.0,100.0,0.0,-18.0,88.5,29.5,27.5,23.0,19.0,13.0,31.5,26.5,21.0,18.0,10.5,8630.5,51.65,32.7,160.0,42.150000000000006,132.5
Washington,2014,215.0,1.72,42.09,215.0,17.0,167.0,80.0,98.0,0.0,-8.0,88.0,28.0,28.0,24.0,19.0,12.0,31.0,27.0,17.0,17.0,11.0,8561.0,51.8,33.3,160.0,42.6,132.5
Washington,2015,436.0,2.3899999999999997,41.815,436.0,41.0,154.0,63.0,131.0,3.0,-22.0,93.0,32.0,25.0,21.0,19.0,14.0,28.0,28.0,23.0,19.0,16.0,8094.0,56.1,32.7,310.0,44.4,70.45
Washington,2015,271.0,2.3899999999999997,50.06,271.0,39.0,158.0,78.5,125.5,0.5,-22.5,90.0,31.5,26.0,20.0,19.0,14.0,30.5,25.5,22.0,16.5,15.0,8845.0,53.400000000000006,32.25,310.0,42.5,70.45
Washington,2015,271.0,2.3899999999999997,38.34,271.0,39.0,158.0,78.5,125.5,0.5,-22.5,90.0,31.5,26.0,20.0,19.0,14.0,30.5,25.5,22.0,16.5,15.0,8845.0,53.400000000000006,32.25,310.0,42.5,70.45
Washington,2015,268.0,2.3899999999999997,41.815,268.0,37.0,155.0,82.0,118.0,0.0,-21.0,88.0,30.0,21.0,21.0,19.0,13.0,29.0,26.0,22.0,14.0,14.0,8853.0,52.3,32.6,310.0,42.5,87.2
Washington,2015,274.0,2.11,38.65,274.0,37.0,161.0,77.0,125.0,0.0,-23.0,89.0,31.0,27.0,19.0,19.0,14.0,32.0,24.0,17.0,17.0,13.0,8845.0,53.2,31.9,310.0,42.5,70.45
Washington,2015,216.0,2.67,44.98,216.0,59.0,196.0,80.0,126.0,1.0,-29.0,91.0,32.0,28.0,18.0,18.0,14.0,32.0,25.0,22.0,16.0,16.0,8845.0,53.6,27.2,310.0,40.4,53.7
Washington,2016,264.0,2.08,41.0,264.0,16.0,172.0,58.0,118.0,1.0,-19.0,90.0,32.0,25.0,23.0,17.0,8.0,32.0,25.0,20.0,19.0,11.0,6825.0,54.8,34.1,170.0,44.5,41.2
Washington,2016,264.0,2.08,44.41,264.0,16.0,172.0,58.0,118.0,1.0,-19.0,90.0,32.0,25.0,23.0,17.0,8.0,32.0,25.0,20.0,19.0,11.0,7439.5,54.8,34.1,170.0,44.5,41.2
Washington,2016,264.0,2.08,56.73,264.0,16.0,172.0,58.0,118.0,1.0,-19.0,90.0,32.0,25.0,23.0,17.0,8.0,32.0,25.0,20.0,19.0,11.0,7439.5,54.8,34.1,170.0,44.5,41.2
Washington,2016,264.0,2.08,39.67,264.0,16.0,172.0,58.0,118.0,1.0,-19.0,90.0,32.0,25.0,23.0,17.0,8.0,32.0,25.0,20.0,19.0,11.0,7439.5,54.8,34.1,170.0,44.5,41.2
Washington,2016,287.0,2.03,34.54,287.0,16.0,171.0,58.0,121.0,1.0,-19.0,90.0,32.0,24.0,23.0,16.0,5.0,32.0,23.0,23.0,19.0,11.0,7453.0,54.8,34.1,170.0,44.5,41.2
Washington,2016,250.0,2.38,41.0,250.0,29.0,190.0,61.0,118.0,1.0,-23.0,90.0,29.0,25.0,22.0,20.0,16.0,27.0,27.0,19.0,19.0,8.0,7999.0,54.8,30.1,170.0,42.4,41.2
Washington,2016,264.0,2.08,41.0,264.0,9.0,172.0,56.0,115.0,0.0,-8.0,88.0,32.0,28.0,24.0,17.0,8.0,32.0,25.0,20.0,20.0,16.0,7426.0,54.4,34.9,170.0,44.6,41.2
Washington,2017,229.0,2.29,49.55,229.0,14.0,135.0,71.5,113.0,1.0,-16.0,90.0,31.0,25.0,21.0,17.0,11.0,32.0,27.0,15.0,15.0,15.0,7708.0,53.65,36.1,130.0,43.9,84.7
Washington,2017,229.0,2.55,55.16,229.0,15.5,144.0,71.5,113.0,1.0,-17.5,90.0,30.0,24.5,19.5,17.5,11.5,32.0,26.0,18.5,12.0,12.0,7708.0,53.65,35.150000000000006,130.0,43.9,84.7
Washington,2017,229.0,2.84,58.51,229.0,15.5,144.0,71.5,113.0,1.0,-17.5,90.0,30.0,24.5,19.5,17.5,11.5,32.0,26.0,18.5,12.0,12.0,7708.0,53.65,35.150000000000006,130.0,43.9,84.7
Washington,2017,229.0,1.5,43.58,229.0,17.0,153.0,69.0,106.0,0.0,-19.0,88.0,29.0,24.0,18.0,18.0,12.0,32.0,25.0,22.0,9.0,9.0,7708.0,53.5,34.2,130.0,43.9,84.7
Washington,2017,229.0,2.29,46.65,229.0,15.5,144.0,74.0,120.0,2.0,-17.5,92.0,30.0,24.5,19.5,17.5,11.5,32.0,26.0,18.5,12.0,12.0,8450.0,53.8,35.150000000000006,130.0,43.9,84.7
Washington,2017,229.0,1.89,49.55,229.0,15.5,144.0,71.5,113.0,1.0,-17.5,90.0,30.0,24.5,19.5,17.5,11.5,32.0,26.0,18.5,12.0,12.0,7708.0,53.65,35.150000000000006,130.0,43.9,84.7
Washington,2017,229.0,2.29,49.55,229.0,15.5,144.0,71.5,113.0,1.0,-17.5,90.0,30.0,24.5,19.5,17.5,11.5,32.0,26.0,18.5,12.0,12.0,7629.0,53.65,35.150000000000006,130.0,43.9,84.7
Washington,2018,565.0,1.85,41.32,565.0,19.0,159.0,55.0,127.0,12.0,-23.0,94.0,32.0,28.0,20.0,20.0,9.0,30.0,26.0,22.0,18.0,10.0,7473.0,55.0,35.4,300.0,45.2,88.2
Washington,2018,366.0,2.54,51.77,366.0,16.5,177.0,71.5,121.5,6.5,-23.5,93.0,32.0,27.5,23.0,18.0,9.0,31.5,26.0,23.0,18.5,13.0,7798.5,53.3,34.2,300.0,43.55,88.2
Washington,2018,370.0,1.62,38.17,370.0,14.0,180.0,79.0,120.0,4.0,-24.0,92.0,30.0,27.0,23.0,16.0,5.0,32.0,23.0,23.0,18.0,14.0,8124.0,52.9,33.6,300.0,43.3,88.2
Washington,2018,360.0,1.83,40.76,360.0,36.0,189.0,68.0,123.0,9.0,-29.0,94.0,32.0,28.0,23.0,15.0,15.0,32.0,27.0,23.0,20.0,12.0,7798.5,53.7,30.1,300.0,41.9,88.2
Washington,2018,362.0,1.84,41.04,362.0,6.0,174.0,75.0,113.0,4.0,-6.0,92.0,32.0,27.0,24.0,20.0,9.0,31.0,26.0,23.0,19.0,14.0,7798.5,52.8,34.8,300.0,43.8,88.2
Washington,2019,384.0,2.5,48.66,384.0,24.0,159.0,57.0,114.0,5.0,-12.0,95.0,31.0,26.0,19.0,19.0,11.0,32.0,24.0,24.0,19.0,14.0,7968.0,54.6,33.8,300.0,44.2,90.5
Washington,2019,201.5,2.9,61.52,201.5,24.5,172.5,74.0,102.0,2.0,-12.5,91.5,30.5,26.0,22.0,14.0,11.5,32.0,26.5,20.0,19.5,15.0,8484.0,52.45,32.45,300.0,42.2,117.8
Washington,2019,201.5,2.94,61.73,201.5,24.5,172.5,74.0,102.0,2.0,-12.5,91.5,30.5,26.0,22.0,14.0,11.5,32.0,26.5,20.0,19.5,15.0,8484.0,52.45,32.45,300.0,42.2,117.8
Washington,2019,201.5,2.55,49.84,201.5,24.5,172.5,74.0,102.0,2.0,-12.5,91.5,30.5,26.0,22.0,14.0,11.5,32.0,26.5,20.0,19.5,15.0,8484.0,52.45,32.45,300.0,42.2,145.1
Washington,2019,205.0,2.55,49.65,205.0,25.0,180.0,87.0,95.0,1.0,-13.0,90.0,31.0,26.0,22.0,12.0,12.0,32.0,27.0,15.0,15.0,15.0,8695.0,51.7,31.7,300.0,41.7,117.8
Washington,2019,198.0,1.95,49.84,198.0,43.0,189.0,75.0,109.0,3.0,-20.0,93.0,30.0,25.0,24.0,11.0,11.0,32.0,27.0,20.0,20.0,15.0,9078.0,52.8,27.9,300.0,40.4,117.8
Washington,2019,191.0,2.55,49.84,191.0,9.0,165.0,73.0,95.0,0.0,-3.0,89.0,30.0,27.0,22.0,16.0,16.0,32.0,26.0,20.0,20.0,15.0,8322.0,52.1,33.2,300.0,42.7,117.8
Windham,1990,504.0,2.78,49.74,504.0,2.0,159.0,30.0,124.0,6.0,-8.0,93.0,31.0,27.0,24.0,18.0,16.0,24.0,24.0,24.0,20.0,15.0,7612.0,47.4,57.9,36.9,56.5,-9999999.0
Windham,1990,504.0,4.42,62.94,504.0,2.0,159.0,23.5,133.5,10.5,-8.0,94.5,31.0,27.0,24.0,18.0,16.0,24.0,24.0,24.0,20.0,15.0,7612.0,47.4,59.599999999999994,36.9,78.9,-9999999.0
Windham,1990,504.0,4.42,60.815,504.0,2.0,159.0,23.5,133.5,10.5,-8.0,94.5,31.0,27.0,24.0,18.0,16.0,24.0,24.0,24.0,20.0,15.0,7612.0,47.4,59.599999999999994,36.9,114.3,-9999999.0
Windham,1990,504.0,3.46,56.7,504.0,2.0,159.0,17.0,143.0,15.0,-8.0,96.0,31.0,27.0,24.0,18.0,16.0,24.0,24.0,24.0,20.0,15.0,7612.0,47.4,61.3,36.9,49.4,-9999999.0
Windham,1990,504.0,4.47,61.39,504.0,2.0,159.0,23.5,133.5,10.5,-8.0,94.5,31.0,27.0,24.0,18.0,16.0,24.0,24.0,24.0,20.0,15.0,7612.0,47.4,59.599999999999994,36.9,67.9,-9999999.0
Windham,1990,504.0,4.42,60.24,504.0,2.0,159.0,23.5,133.5,10.5,-8.0,94.5,31.0,27.0,24.0,18.0,16.0,24.0,24.0,24.0,20.0,15.0,7612.0,47.4,59.599999999999994,36.9,65.1,-9999999.0
Windham,1990,504.0,5.42,68.0,504.0,2.0,159.0,23.5,133.5,10.5,-8.0,94.5,31.0,27.0,24.0,18.0,16.0,24.0,24.0,24.0,20.0,15.0,7612.0,47.4,59.599999999999994,36.9,62.3,-9999999.0
Windham,1991,552.0,2.22,36.53,552.0,8.0,139.0,37.0,141.0,14.0,-10.0,98.0,31.0,28.0,23.0,18.0,10.0,28.0,28.0,21.0,20.0,15.0,6454.0,48.3,59.3,37.2,38.5,-9999999.0
Windham,1991,619.5,2.36,52.42,619.5,7.5,137.0,31.5,146.0,19.0,-8.5,98.5,31.5,27.5,22.5,17.5,10.5,30.0,27.0,20.5,20.0,15.5,6454.0,48.95,60.4,37.400000000000006,73.0,-9999999.0
Windham,1991,687.0,3.29,53.06,687.0,7.0,135.0,26.0,151.0,24.0,-7.0,99.0,32.0,27.0,22.0,17.0,11.0,32.0,26.0,20.0,20.0,16.0,6454.0,49.6,61.5,37.6,33.4,-9999999.0
Windham,1991,619.5,1.91,52.17,619.5,7.5,137.0,31.5,146.0,19.0,-8.5,98.5,31.5,27.5,22.5,17.5,10.5,30.0,27.0,20.5,20.0,15.5,6454.0,48.95,60.4,37.400000000000006,51.4,-9999999.0
Windham,1991,619.5,2.34,55.43,619.5,7.5,137.0,31.5,146.0,19.0,-8.5,98.5,31.5,27.5,22.5,17.5,10.5,30.0,27.0,20.5,20.0,15.5,6454.0,48.95,60.4,37.400000000000006,65.9,-9999999.0
Windham,1992,304.0,2.95,34.25,304.0,10.0,162.0,42.0,118.0,4.0,-8.0,92.0,28.0,28.0,24.0,19.0,16.0,32.0,26.0,24.0,20.0,10.0,7018.0,45.3,55.9,34.8,16.0,-9999999.0
Windham,1992,356.5,2.03,44.73,356.5,6.5,156.5,37.0,122.0,5.0,-5.5,93.0,27.0,27.0,24.0,18.0,16.0,30.5,24.5,23.5,19.0,10.5,6642.0,46.05,56.849999999999994,35.25,64.3,-9999999.0
Windham,1992,409.0,1.96,40.54,409.0,3.0,151.0,32.0,126.0,6.0,-3.0,94.0,26.0,26.0,24.0,17.0,16.0,29.0,23.0,23.0,18.0,11.0,6266.0,46.8,57.8,35.7,15.3,-9999999.0
Windham,1992,356.5,1.91,43.42,356.5,6.5,156.5,37.0,122.0,5.0,-5.5,93.0,27.0,27.0,24.0,18.0,16.0,30.5,24.5,23.5,19.0,10.5,6642.0,46.05,56.849999999999994,35.25,55.6,-9999999.0
Windham,1992,356.5,2.18,48.04,356.5,6.5,156.5,37.0,122.0,5.0,-5.5,93.0,27.0,27.0,24.0,18.0,16.0,30.5,24.5,23.5,19.0,10.5,6642.0,46.05,56.849999999999994,35.25,69.0,-9999999.0
Windham,1993,-9999999.0,1.68,33.95,-9999999.0,-9999999.0,-9999999.0,45.0,118.0,7.0,-9999999.0,95.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.7,-9999999.0,79.1,-9999999.0
Windham,1993,-9999999.0,4.0,55.77,-9999999.0,-9999999.0,-9999999.0,45.0,118.0,7.0,-9999999.0,95.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.7,-9999999.0,174.3,-9999999.0
Windham,1993,-9999999.0,2.0,40.07,-9999999.0,-9999999.0,-9999999.0,45.0,118.0,7.0,-9999999.0,95.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.7,-9999999.0,127.05,-9999999.0
Windham,1993,-9999999.0,2.0,51.26,-9999999.0,-9999999.0,-9999999.0,45.0,118.0,7.0,-9999999.0,95.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.7,-9999999.0,115.4,-9999999.0
Windham,1993,-9999999.0,2.21,55.07,-9999999.0,-9999999.0,-9999999.0,45.0,118.0,7.0,-9999999.0,95.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.7,-9999999.0,138.7,-9999999.0
Windham,1994,-9999999.0,1.7,39.68,-9999999.0,-9999999.0,-9999999.0,54.0,119.0,8.0,-9999999.0,96.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.8,-9999999.0,75.5,-9999999.0
Windham,1994,-9999999.0,1.9,49.25,-9999999.0,-9999999.0,-9999999.0,52.5,116.0,8.5,-9999999.0,95.5,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.599999999999994,-9999999.0,132.4,-9999999.0
Windham,1994,-9999999.0,1.9,49.25,-9999999.0,-9999999.0,-9999999.0,52.5,116.0,8.5,-9999999.0,95.5,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.599999999999994,-9999999.0,133.3,-9999999.0
Windham,1994,-9999999.0,1.85,44.96,-9999999.0,-9999999.0,-9999999.0,51.0,113.0,9.0,-9999999.0,95.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.4,-9999999.0,116.9,-9999999.0
Windham,1994,-9999999.0,2.23,53.19,-9999999.0,-9999999.0,-9999999.0,52.5,116.0,8.5,-9999999.0,95.5,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.599999999999994,-9999999.0,102.1,-9999999.0
Windham,1994,-9999999.0,2.41,55.83,-9999999.0,-9999999.0,-9999999.0,52.5,116.0,8.5,-9999999.0,95.5,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,56.599999999999994,-9999999.0,116.9,-9999999.0
Windham,1995,541.0,2.07,33.39,541.0,8.0,145.0,39.0,131.0,15.0,-9.0,100.0,32.0,27.0,18.0,18.0,16.0,31.0,27.0,24.0,19.0,15.0,6578.0,47.2,58.4,36.0,52.0,-9999999.0
Windham,1995,541.0,2.81,47.08,541.0,8.0,145.0,42.5,135.5,19.5,-9.0,100.0,32.0,27.0,18.0,18.0,16.0,31.0,27.0,24.0,19.0,15.0,6578.0,47.2,58.55,36.0,96.0,-9999999.0
Windham,1995,541.0,3.44,50.04,541.0,8.0,145.0,42.5,135.5,19.5,-9.0,100.0,32.0,27.0,18.0,18.0,16.0,31.0,27.0,24.0,19.0,15.0,6578.0,47.2,58.55,36.0,112.1,-9999999.0
Windham,1995,541.0,3.78,44.51,541.0,8.0,145.0,46.0,140.0,24.0,-9.0,100.0,32.0,27.0,18.0,18.0,16.0,31.0,27.0,24.0,19.0,15.0,6578.0,47.2,58.7,36.0,96.0,-9999999.0
Windham,1995,541.0,3.57,50.39,541.0,8.0,145.0,42.5,135.5,19.5,-9.0,100.0,32.0,27.0,18.0,18.0,16.0,31.0,27.0,24.0,19.0,15.0,6578.0,47.2,58.55,36.0,66.5,-9999999.0
Windham,1995,541.0,3.44,52.95,541.0,8.0,145.0,42.5,135.5,19.5,-9.0,100.0,32.0,27.0,18.0,18.0,16.0,31.0,27.0,24.0,19.0,15.0,6578.0,47.2,58.55,36.0,101.4,-9999999.0
Windham,1996,455.0,3.71,56.34,455.0,19.0,163.0,45.0,134.0,13.0,-13.0,94.0,27.0,27.0,22.0,19.0,16.0,30.0,27.0,24.0,12.0,12.0,7041.0,46.6,58.6,34.6,82.6,-9999999.0
Windham,1997,-9999999.0,2.57,49.99,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,197.2,-9999999.0
Windham,1997,-9999999.0,2.2,52.54,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,111.5,-9999999.0
Windham,1997,-9999999.0,2.11,51.75,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,150.1,-9999999.0
Windham,1998,-9999999.0,2.47,56.63,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,82.7,-9999999.0
Windham,2000,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,125.2,-9999999.0
